CBSAGEO	# of provs in CBSAGEO	CBSAGEO unadjusted wages	CBSAGEO hours	CBSAGEO unadjusted AHW	CBSAGEO unadjusted wage index 	CBSAGEO occmix wages	CBSAGEO occmix AHW	CBSAGEO occmix wage index	cbsarnsal	cbsarnhr	cbsalpnstsal	cbsalpnsthr	cbsanaoratsal	cbsanaorathr	cbsamasal	cbsamahr	cbsanursesal	cbsanursehr	cbsaallothersal	cbsaallotherhr	cbsatotalsal	cbsatotalhr	cbsarnpct	cbsalpnstpct	cbsanaoratspct	cbsamapct	cbsanursevar	cbsaallothervar	cbsaadjrnahw	cbsaadjlpnstahw	cbsaadjnaoratahw	cbsaadjmaahw	cbsaadjnurseahw	cbsanurseoccmixfactor
29180	11	"$484,937,585.44"	"14,007,119"	$34.62	0.7834	"$482,141,575.14"	$34.42	0.7796	"153,186,078"	"4,222,663"	"17,428,614"	"797,793"	"11,980,837"	"891,845"	"684,830"	"52,431"	"183,280,358"	"5,964,732"	"221,120,575"	"8,184,863"	"404,400,933"	"14,149,595"	0.70794	0.13375	0.14952	0.00879	0.45321	0.54679	29.48	3.30	2.54	0.16	35.48	0.9862
29200	2	"$224,455,141.58"	"5,283,660"	$42.48	0.9613	"$226,718,951.78"	$42.91	0.9719	"54,623,154"	"1,643,999"	"4,283,116"	"183,102"	"8,827,165"	"558,894"	"163,655"	"8,137"	"67,897,090"	"2,394,132"	"86,347,033"	"2,761,166"	"154,244,123"	"5,155,297"	0.68668	0.07648	0.23344	0.00340	0.44019	0.55981	28.59	1.89	3.96	0.06	34.50	1.0142
29340	5	"$241,334,251.54"	"7,161,596"	$33.70	0.7626	"$242,278,921.91"	$33.83	0.7663	"61,136,671"	"1,866,285"	"5,653,113"	"253,905"	"6,631,996"	"537,364"	"694,741"	"51,196"	"74,116,521"	"2,708,750"	"110,122,691"	"4,329,934"	"184,239,211"	"7,038,685"	0.68898	0.09374	0.19838	0.01890	0.40228	0.59772	28.69	2.31	3.37	0.34	34.71	1.0081
29404	9	"$888,436,187.18"	"19,758,209"	$44.97	1.0177	"$891,292,351.16"	$45.11	1.0217	"218,240,143"	"5,559,885"	"9,525,760"	"405,300"	"25,637,723"	"1,549,220"	"7,537,702"	"422,472"	"260,941,329"	"7,936,876"	"426,285,163"	"12,620,509"	"687,226,492"	"20,557,385"	0.70051	0.05107	0.19519	0.05323	0.37970	0.62030	29.17	1.26	3.31	0.97	34.71	1.0081
29420	4	"$215,547,547.54"	"4,933,645"	$43.69	0.9887	"$215,167,852.43"	$43.61	0.9878	"54,712,614"	"1,289,881"	"4,867,997"	"147,615"	"5,409,145"	"360,978"	"188,238"	"11,281"	"65,177,994"	"1,809,755"	"107,229,298"	"3,260,183"	"172,407,292"	"5,069,938"	0.71274	0.08157	0.19946	0.00623	0.37805	0.62195	29.68	2.01	3.38	0.11	35.18	0.9946
29460	5	"$559,623,821.76"	"15,806,733"	$35.40	0.8011	"$561,883,100.04"	$35.55	0.8052	"159,178,097"	"4,675,797"	"6,491,731"	"295,960"	"23,343,503"	"1,664,238"	"312,050"	"22,468"	"189,325,382"	"6,658,464"	"254,494,733"	"9,093,779"	"443,820,115"	"15,752,242"	0.70223	0.04445	0.24994	0.00337	0.42658	0.57342	29.24	1.10	4.24	0.06	34.64	1.0101
29540	4	"$522,900,784.54"	"13,100,574"	$39.91	0.9031	"$522,934,061.57"	$39.92	0.9042	"117,821,278"	"3,343,971"	"8,062,216"	"331,157"	"14,731,682"	"1,033,522"	"505,424"	"18,920"	"141,120,600"	"4,727,571"	"255,811,823"	"8,797,959"	"396,932,424"	"13,525,530"	0.70733	0.07005	0.21862	0.00400	0.35553	0.64447	29.45	1.73	3.71	0.07	34.96	1.0009
29620	2	"$538,128,864.78"	"12,383,400"	$43.46	0.9835	"$542,242,255.65"	$43.79	0.9918	"135,175,014"	"3,422,820"	"7,202,994"	"304,298"	"15,652,339"	"932,420"	"5,132,468"	"328,230"	"163,162,815"	"4,987,768"	"209,302,829"	"7,018,795"	"372,465,643"	"12,006,563"	0.68624	0.06101	0.18694	0.06581	0.43806	0.56194	28.58	1.51	3.17	1.19	34.45	1.0157
29700	2	"$148,400,535.42"	"4,182,591"	$35.48	0.8029	"$148,264,396.91"	$35.45	0.8029	"43,785,568"	"1,120,024"	"3,902,467"	"143,006"	"3,667,563"	"313,179"	"204,805"	"15,385"	"51,560,403"	"1,591,594"	"58,070,520"	"2,236,937"	"109,630,923"	"3,828,531"	0.70371	0.08985	0.19677	0.00967	0.47031	0.52969	29.30	2.22	3.34	0.18	35.04	0.9986
29740	2	"$149,844,990.28"	"3,766,191"	$39.79	0.9004	"$150,580,440.32"	$39.98	0.9055	"40,937,939"	"995,680"	"4,160,992"	"130,336"	"4,610,990"	"320,189"	"117,535"	"7,942"	"49,827,456"	"1,454,147"	"71,355,006"	"2,253,539"	"121,182,462"	"3,707,686"	0.68472	0.08963	0.22019	0.00546	0.41118	0.58882	28.51	2.21	3.74	0.10	34.56	1.0124
29820	13	"$2,035,878,997.10"	"38,640,024"	$52.69	1.1924	"$1,979,579,380.90"	$51.23	1.1604	"662,314,433"	"14,215,324"	"22,605,665"	"605,448"	"59,249,509"	"2,713,826"	"3,676,829"	"164,405"	"747,846,435"	"17,699,003"	"752,498,130"	"25,985,119"	"1,500,344,565"	"43,684,121"	0.80317	0.03421	0.15333	0.00929	0.49845	0.50155	33.44	0.84	2.60	0.17	37.05	0.9444
29940	1	"$64,358,016.97"	"1,678,437"	$38.34	0.8676	"$62,837,932.65"	$37.44	0.8480	"16,330,103"	"494,795"	"411,535"	"19,381"	"1,278,818"	"82,639"	0	0	"18,020,456"	"596,815"	"36,256,343"	"1,141,282"	"54,276,799"	"1,738,097"	0.82906	0.03247	0.13847	0.00000	0.33201	0.66799	34.52	0.80	2.35	0.00	37.67	0.9289
30020	2	"$95,090,759.04"	"2,892,629"	$32.87	0.7438	"$97,587,403.94"	$33.74	0.7642	"30,421,383"	"796,503"	"5,610,339"	"300,404"	"2,625,144"	"213,632"	"941,166"	"38,151"	"39,598,031"	"1,348,691"	"42,208,590"	"1,836,451"	"81,806,622"	"3,185,142"	0.59058	0.22274	0.15840	0.02829	0.48404	0.51596	24.59	5.50	2.69	0.51	33.29	1.0511
30140	1	"$106,548,925.63"	"2,583,100"	$41.25	0.9335	"$107,011,987.88"	$41.43	0.9384	"18,517,321"	"537,449"	"72,970"	"3,154"	"3,470,887"	"216,256"	0	0	"22,061,178"	"756,859"	"47,076,268"	"1,764,984"	"69,137,446"	"2,521,843"	0.71010	0.00417	0.28573	0.00000	0.31909	0.68091	29.57	0.10	4.85	0.00	34.52	1.0136
30300	1	"$59,244,092.70"	"1,562,591"	$37.91	0.8579	"$58,350,848.42"	$37.34	0.8458	"16,475,241"	"437,998"	"909,236"	"52,928"	"763,515"	"54,128"	"569,787"	"34,613"	"18,717,779"	"579,667"	"28,383,211"	"945,272"	"47,100,990"	"1,524,939"	0.75560	0.09131	0.09338	0.05971	0.39740	0.60260	31.46	2.25	1.58	1.08	36.37	0.9621
30340	2	"$218,273,924.67"	"5,825,162"	$37.47	0.8479	"$224,625,522.84"	$38.56	0.8734	"48,971,588"	"1,468,077"	"4,088,364"	"175,688"	"5,213,983"	"357,421"	"6,457,981"	"416,588"	"64,731,915"	"2,417,774"	"91,301,427"	"3,356,515"	"156,033,343"	"5,774,289"	0.60720	0.07267	0.14783	0.17230	0.41486	0.58514	25.28	1.79	2.51	3.12	32.70	1.0700
30460	7	"$1,031,209,782.00"	"25,800,989"	$39.97	0.9045	"$1,035,104,837.60"	$40.12	0.9087	"269,800,711"	"7,709,057"	"13,189,386"	"540,819"	"37,254,176"	"2,443,199"	"4,967,808"	"299,754"	"325,212,080"	"10,992,830"	"457,237,916"	"14,721,562"	"782,449,996"	"25,714,392"	0.70128	0.04920	0.22225	0.02727	0.41563	0.58437	29.20	1.21	3.77	0.49	34.67	1.0092
30620	3	"$237,839,769.12"	"6,185,694"	$38.45	0.8701	"$236,039,594.16"	$38.16	0.8643	"58,144,953"	"1,762,872"	"3,862,538"	"178,030"	"6,525,724"	"442,922"	"176,986"	"12,039"	"68,710,201"	"2,395,863"	"108,371,899"	"3,909,560"	"177,082,100"	"6,305,423"	0.73580	0.07431	0.18487	0.00502	0.38801	0.61199	30.64	1.83	3.14	0.09	35.70	0.9801
30700	4	"$399,788,809.15"	"9,318,232"	$42.90	0.9708	"$394,190,378.81"	$42.30	0.9581	"99,313,699"	"2,816,954"	"6,859,490"	"272,979"	"9,532,137"	"575,601"	"1,423,271"	"62,416"	"117,128,598"	"3,727,950"	"178,106,740"	"5,677,091"	"295,235,338"	"9,405,041"	0.75563	0.07322	0.15440	0.01674	0.39673	0.60327	31.46	1.81	2.62	0.30	36.19	0.9668
30780	10	"$995,852,316.99"	"28,097,747"	$35.44	0.8020	"$1,003,908,218.20"	$35.73	0.8093	"286,903,635"	"8,535,089"	"20,907,487"	"867,516"	"40,792,659"	"2,833,329"	"4,031,579"	"243,540"	"352,635,360"	"12,479,475"	"393,124,656"	"14,607,480"	"745,760,016"	"27,086,955"	0.68393	0.06952	0.22704	0.01952	0.47285	0.52715	28.48	1.72	3.85	0.35	34.40	1.0172
30860	2	"$90,910,735.94"	"2,284,557"	$39.79	0.9004	"$90,993,791.14"	$39.83	0.9022	"17,718,616"	"545,891"	"1,030,200"	"50,637"	"2,472,294"	"174,730"	"45,909"	"2,478"	"21,267,019"	"773,736"	"43,491,056"	"1,502,413"	"64,758,075"	"2,276,149"	0.70553	0.06544	0.22583	0.00320	0.32841	0.67159	29.38	1.62	3.83	0.06	34.89	1.0029
30980	3	"$217,006,784.02"	"6,058,747"	$35.82	0.8106	"$211,942,934.93"	$34.98	0.7923	"69,873,794"	"1,969,970"	"2,534,780"	"98,084"	"5,775,108"	"412,421"	"205,815"	"15,166"	"78,389,498"	"2,495,642"	"89,980,948"	"3,338,502"	"168,370,446"	"5,834,143"	0.78936	0.03930	0.16526	0.00608	0.46558	0.53442	32.87	0.97	2.80	0.11	36.75	0.9521
31020	1	"$139,439,421.44"	"2,869,295"	$48.60	1.0998	"$147,339,325.28"	$51.35	1.1631	"29,182,015"	"578,308"	"578,261"	"19,629"	"5,757,538"	"295,910"	"3,844,324"	"195,058"	"39,362,138"	"1,088,905"	"65,013,666"	"1,943,170"	"104,375,803"	"3,032,075"	0.53109	0.01803	0.27175	0.17913	0.37712	0.62288	22.11	0.45	4.61	3.25	30.42	1.1502
31084	78	"$13,269,351,469.00"	"229,319,814"	$57.86	1.3093	"$13,117,921,939.00"	$57.20	1.2956	"4,167,610,770"	"73,229,586"	"186,455,590"	"6,164,166"	"378,744,843"	"18,201,071"	"28,089,694"	"1,261,772"	"4,760,900,897"	"98,856,595"	"5,140,396,587"	"131,174,321"	"9,901,297,484"	"230,030,916"	0.74077	0.06235	0.18412	0.01276	0.48084	0.51916	30.85	1.54	3.12	0.23	35.74	0.9790
31140	9	"$1,787,786,858.00"	"45,751,020"	$39.08	0.8844	"$1,799,809,874.20"	$39.34	0.8911	"477,145,075"	"13,037,843"	"27,675,783"	"1,101,211"	"76,700,474"	"4,747,662"	"882,358"	"53,981"	"582,403,690"	"18,940,698"	"829,904,073"	"25,814,358"	"1,412,307,763"	"44,755,056"	0.68835	0.05814	0.25066	0.00285	0.41238	0.58762	28.66	1.44	4.25	0.05	34.40	1.0172
31180	4	"$512,235,968.85"	"13,765,834"	$37.21	0.8420	"$512,538,358.90"	$37.23	0.8433	"152,575,762"	"4,173,785"	"20,859,403"	"857,072"	"15,873,573"	"1,061,705"	"9,603"	763	"189,318,341"	"6,093,326"	"238,422,496"	"8,321,596"	"427,740,836"	"14,414,922"	0.68498	0.14066	0.17424	0.00013	0.44260	0.55740	28.52	3.47	2.96	0.00	34.95	1.0011
31340	2	"$244,466,071.12"	"6,331,644"	$38.61	0.8737	"$241,563,422.55"	$38.15	0.8641	"67,301,270"	"1,906,614"	"2,634,085"	"121,270"	"6,519,969"	"489,956"	"124,634"	"8,051"	"76,579,958"	"2,525,891"	"98,720,757"	"3,517,730"	"175,300,715"	"6,043,621"	0.75483	0.04801	0.19397	0.00319	0.43685	0.56315	31.43	1.19	3.29	0.06	35.97	0.9728
31420	3	"$410,308,323.55"	"10,905,895"	$37.62	0.8513	"$410,982,249.35"	$37.68	0.8535	"110,945,115"	"3,121,335"	"6,742,393"	"286,441"	"13,672,502"	"999,934"	"403,838"	"27,703"	"131,763,848"	"4,435,413"	"184,148,113"	"6,396,195"	"315,911,961"	"10,831,608"	0.70373	0.06458	0.22544	0.00625	0.41709	0.58291	29.30	1.59	3.83	0.11	34.83	1.0046
31460	1	"$40,669,877.65"	"1,214,826"	$33.48	0.7576	"$43,052,848.25"	$35.44	0.8027	"13,303,145"	"276,893"	"1,592,378"	"63,801"	"2,537,869"	"159,160"	"215,188"	"15,695"	"17,648,580"	"515,549"	"18,833,787"	"750,875"	"36,482,367"	"1,266,424"	0.53708	0.12375	0.30872	0.03044	0.48376	0.51624	22.36	3.06	5.24	0.55	31.21	1.1211
31540	5	"$1,220,839,424.40"	"26,132,881"	$46.72	1.0573	"$1,222,543,430.00"	$46.78	1.0596	"299,897,443"	"7,314,297"	"15,928,837"	"533,230"	"31,225,347"	"1,708,955"	"15,450,974"	"810,812"	"362,502,601"	"10,367,294"	"449,343,020"	"15,009,795"	"811,845,622"	"25,377,089"	0.70552	0.05143	0.16484	0.07821	0.44652	0.55348	29.38	1.27	2.80	1.42	34.87	1.0034
31700	4	"$552,741,030.60"	"13,279,637"	$41.62	0.9418	"$563,701,520.52"	$42.45	0.9615	"116,254,166"	"3,035,293"	"8,684,560"	"321,856"	"20,285,964"	"1,088,297"	"6,164,386"	"356,447"	"151,389,077"	"4,801,894"	"274,722,317"	"8,410,151"	"426,111,394"	"13,212,045"	0.63210	0.06703	0.22664	0.07423	0.35528	0.64472	26.32	1.65	3.85	1.35	33.17	1.0549
31740	2	"$45,338,361.94"	"1,117,767"	$40.56	0.9179	"$44,327,626.29"	$39.66	0.8983	"12,048,324"	"352,022"	"1,200,113"	"50,134"	"708,340"	"48,107"	0	0	"13,956,777"	"450,263"	"21,264,995"	"684,969"	"35,221,772"	"1,135,232"	0.78181	0.11134	0.10684	0.00000	0.39625	0.60375	32.55	2.75	1.81	0.00	37.11	0.9429
31860	1	"$144,757,809.52"	"3,147,792"	$45.99	1.0407	"$145,649,265.77"	$46.27	1.0480	"35,200,418"	"861,215"	"915,498"	"34,622"	"4,535,669"	"278,672"	"988,482"	"57,651"	"41,640,067"	"1,232,160"	"58,364,436"	"1,947,747"	"100,004,503"	"3,179,907"	0.69895	0.02810	0.22617	0.04679	0.41638	0.58362	29.10	0.69	3.84	0.85	34.48	1.0148
31900	1	"$133,637,983.61"	"3,421,496"	$39.06	0.8839	"$130,138,389.22"	$38.04	0.8616	"31,217,631"	"969,409"	"1,459,627"	"68,472"	"1,633,342"	"116,484"	"56,075"	"4,166"	"34,366,675"	"1,158,531"	"72,117,722"	"2,689,533"	"106,484,397"	"3,848,064"	0.83676	0.05910	0.10054	0.00360	0.32274	0.67726	34.84	1.46	1.71	0.07	38.08	0.9189
32420	3	"$62,771,198.72"	"4,134,558"	$15.18	0.3435	"$62,631,266.98"	$15.15	0.3431	"21,318,373"	"1,347,634"	"5,505,444"	"554,171"	"1,404,935"	"171,590"	0	0	"28,228,752"	"2,073,395"	"24,825,512"	"2,007,207"	"53,054,264"	"4,080,602"	0.64996	0.26728	0.08276	0.00000	0.53207	0.46793	27.06	6.60	1.40	0.00	35.06	0.9980
32580	6	"$638,248,442.95"	"17,479,071"	$36.52	0.8264	"$650,683,813.44"	$37.23	0.8433	"167,335,122"	"4,542,953"	"15,624,108"	"591,781"	"24,874,019"	"1,853,615"	"1,049,295"	"83,724"	"208,882,543"	"7,072,073"	"252,574,249"	"9,196,679"	"461,456,792"	"16,268,752"	0.64238	0.08368	0.26210	0.01184	0.45266	0.54734	26.75	2.07	4.45	0.21	33.48	1.0451
32780	3	"$332,174,038.08"	"7,028,793"	$47.26	1.0695	"$334,480,749.70"	$47.59	1.0779	"89,049,613"	"1,898,415"	"3,282,629"	"113,222"	"12,559,587"	"677,327"	"837,114"	"42,525"	"105,728,943"	"2,731,489"	"141,642,460"	"4,350,159"	"247,371,403"	"7,081,648"	0.69501	0.04145	0.24797	0.01557	0.42741	0.57259	28.94	1.02	4.21	0.28	34.45	1.0157
32820	12	"$1,511,340,323.40"	"39,076,127"	$38.68	0.8753	"$1,500,247,905.10"	$38.39	0.8695	"455,813,353"	"12,123,858"	"19,585,583"	"850,033"	"38,925,053"	"2,547,735"	"14,303,719"	"942,587"	"528,627,708"	"16,464,212"	"706,494,766"	"23,767,271"	"1,235,122,474"	"40,231,483"	0.73638	0.05163	0.15474	0.05725	0.42800	0.57200	30.66	1.27	2.63	1.04	35.60	0.9829
32900	2	"$177,517,266.98"	"2,915,762"	$60.88	1.3777	"$170,963,479.42"	$58.63	1.3280	"58,051,987"	"962,444"	"2,036,792"	"64,509"	"2,313,442"	"114,138"	"215,939"	"10,393"	"62,618,160"	"1,151,484"	"73,552,413"	"1,894,156"	"136,170,573"	"3,045,640"	0.83583	0.05602	0.09912	0.00903	0.45985	0.54015	34.80	1.38	1.68	0.16	38.02	0.9203
33124	18	"$3,081,842,308.40"	"73,502,829"	$41.93	0.9489	"$3,083,506,403.40"	$41.95	0.9502	"874,772,136"	"21,033,242"	"52,285,796"	"1,857,176"	"90,453,220"	"5,860,661"	"15,844,093"	"873,930"	"1,033,355,245"	"29,625,010"	"1,298,391,778"	"42,975,345"	"2,331,747,023"	"72,600,354"	0.70998	0.06269	0.19783	0.02950	0.44317	0.55683	29.56	1.55	3.36	0.53	35.00	0.9997
33140	2	"$135,375,977.56"	"3,287,336"	$41.18	0.9319	"$135,518,013.04"	$41.22	0.9336	"27,390,291"	"739,434"	"2,064,620"	"92,340"	"3,211,959"	"205,858"	"319,249"	"21,403"	"32,986,119"	"1,059,035"	"61,221,602"	"2,143,854"	"94,207,721"	"3,202,889"	0.69821	0.08719	0.19438	0.02021	0.35014	0.64986	29.07	2.15	3.30	0.37	34.89	1.0029
33220	1	"$174,441,833.84"	"4,274,355"	$40.81	0.9235	"$172,182,296.93"	$40.28	0.9123	"27,877,821"	"879,039"	"2,602,438"	"116,343"	"2,163,141"	"157,589"	"10,896"	793	"32,654,296"	"1,153,763"	"74,940,901"	"2,715,369"	"107,595,197"	"3,869,133"	0.76189	0.10084	0.13659	0.00069	0.30349	0.69651	31.73	2.49	2.32	0.01	36.55	0.9573
33260	1	"$136,972,855.71"	"3,120,878"	$43.89	0.9932	"$138,099,049.16"	$44.25	1.0023	"34,655,738"	"825,502"	"3,174,220"	"99,252"	"5,066,481"	"292,912"	0	0	"42,896,439"	"1,217,666"	"58,944,945"	"1,908,957"	"101,841,384"	"3,126,623"	0.67794	0.08151	0.24055	0.00000	0.42121	0.57879	28.23	2.01	4.08	0.00	34.32	1.0195
33340	17	"$2,423,731,302.90"	"57,552,361"	$42.11	0.9529	"$2,448,013,778.50"	$42.54	0.9635	"545,793,609"	"14,392,830"	"35,067,916"	"1,216,351"	"63,108,154"	"3,864,409"	"37,461,113"	"2,014,966"	"681,430,792"	"21,488,556"	"1,204,736,975"	"35,919,501"	"1,886,167,766"	"57,408,057"	0.66979	0.05660	0.17984	0.09377	0.36128	0.63872	27.89	1.40	3.05	1.70	34.04	1.0279
33460	25	"$4,227,480,100.30"	"84,242,482"	$50.18	1.1356	"$4,183,497,214.20"	$49.66	1.1248	"1,288,431,641"	"25,310,757"	"63,631,031"	"2,111,171"	"119,553,535"	"5,719,599"	"19,050,057"	"944,090"	"1,490,666,264"	"34,085,617"	"1,865,244,262"	"52,549,972"	"3,355,910,526"	"86,635,589"	0.74256	0.06194	0.16780	0.02770	0.44419	0.55581	30.92	1.53	2.85	0.50	35.80	0.9774
33540	2	"$186,079,009.22"	"4,538,481"	$41.00	0.9278	"$186,302,546.07"	$41.05	0.9298	"45,252,631"	"1,208,783"	"4,514,882"	"189,479"	"3,849,101"	"256,730"	"1,414,062"	"99,755"	"55,030,676"	"1,754,747"	"87,474,118"	"2,717,656"	"142,504,794"	"4,472,403"	0.68886	0.10798	0.14631	0.05685	0.38617	0.61383	28.68	2.67	2.48	1.03	34.86	1.0037
33660	4	"$426,869,747.76"	"12,869,113"	$33.17	0.7506	"$431,132,247.64"	$33.50	0.7588	"116,715,583"	"3,915,607"	"3,395,752"	"176,985"	"18,434,287"	"1,395,749"	"3,887,817"	"232,986"	"142,433,439"	"5,721,326"	"196,204,813"	"7,548,425"	"338,638,251"	"13,269,751"	0.68439	0.03093	0.24396	0.04072	0.42061	0.57939	28.50	0.76	4.14	0.74	34.14	1.0249
33700	5	"$707,786,303.38"	"12,138,767"	$58.31	1.3195	"$686,051,812.43"	$56.52	1.2802	"283,795,269"	"4,521,806"	"10,359,051"	"270,172"	"15,031,973"	"726,049"	"2,805,229"	"170,242"	"311,991,522"	"5,688,269"	"237,170,621"	"6,319,307"	"549,162,143"	"12,007,576"	0.79494	0.04750	0.12764	0.02993	0.56812	0.43188	33.10	1.17	2.17	0.54	36.98	0.9462
33740	5	"$219,735,991.76"	"6,378,723"	$34.45	0.7796	"$222,371,344.88"	$34.86	0.7896	"62,549,098"	"1,849,029"	"17,982,288"	"752,130"	"4,626,016"	"390,490"	"151,576"	"11,127"	"85,308,977"	"3,002,776"	"80,499,200"	"3,353,678"	"165,808,177"	"6,356,453"	0.61577	0.25048	0.13004	0.00371	0.51450	0.48550	25.64	6.18	2.21	0.07	34.10	1.0261
33780	1	"$75,897,129.36"	"1,924,030"	$39.45	0.8927	"$75,403,132.63"	$39.19	0.8877	"15,917,082"	"479,443"	"544,506"	"19,414"	"1,929,377"	"125,819"	"188,842"	"12,371"	"18,579,807"	"637,047"	"45,219,087"	"1,409,616"	"63,798,894"	"2,046,663"	0.75260	0.03048	0.19750	0.01942	0.29122	0.70878	31.34	0.75	3.35	0.35	35.79	0.9776
33860	6	"$360,095,221.97"	"10,769,090"	$33.44	0.7567	"$360,393,944.12"	$33.47	0.7581	"101,017,851"	"2,969,787"	"4,669,735"	"227,188"	"10,623,874"	"909,775"	"1,114,301"	"79,236"	"117,425,761"	"4,185,986"	"164,765,743"	"6,179,472"	"282,191,504"	"10,365,457"	0.70946	0.05427	0.21734	0.01893	0.41612	0.58388	29.54	1.34	3.69	0.34	34.91	1.0023
33874	25	"$2,030,722,688.70"	"46,418,336"	$43.75	0.9900	"$2,008,425,156.90"	$43.27	0.9801	"574,112,173"	"13,664,256"	"16,757,455"	"662,167"	"59,726,462"	"3,364,640"	"7,663,075"	"377,471"	"658,259,165"	"18,068,533"	"915,261,661"	"28,539,049"	"1,573,520,827"	"46,607,582"	0.75625	0.03665	0.18622	0.02089	0.41834	0.58166	31.49	0.90	3.16	0.38	35.93	0.9738
34060	2	"$462,623,327.63"	"12,707,821"	$36.40	0.8237	"$465,789,848.64"	$36.65	0.8301	"128,836,840"	"3,837,479"	"8,934,752"	"482,446"	"13,692,685"	"992,518"	"4,620,821"	"327,699"	"156,085,098"	"5,640,142"	"196,632,478"	"7,730,943"	"352,717,576"	"13,371,085"	0.68039	0.08554	0.17597	0.05810	0.44252	0.55748	28.33	2.11	2.99	1.05	34.48	1.0148
34100	3	"$64,203,798.25"	"2,082,944"	$30.82	0.6974	"$63,359,811.57"	$30.42	0.6890	"15,798,549"	"563,769"	"1,992,805"	"104,328"	"879,899"	"73,555"	"342,081"	"21,455"	"19,013,334"	"763,107"	"31,630,676"	"1,271,661"	"50,644,010"	"2,034,767"	0.73878	0.13672	0.09639	0.02812	0.37543	0.62457	30.76	3.38	1.64	0.51	36.29	0.9642
34580	2	"$176,811,987.13"	"4,165,059"	$42.45	0.9606	"$187,823,538.49"	$45.10	1.0215	"41,119,493"	"903,614"	"1,361,049"	"59,015"	"3,612,490"	"189,160"	"12,808,515"	"564,808"	"58,901,547"	"1,716,597"	"76,508,967"	"2,351,096"	"135,410,514"	"4,067,693"	0.52640	0.03438	0.11019	0.32903	0.43499	0.56501	21.92	0.85	1.87	5.97	30.61	1.1431
34620	1	"$160,842,158.87"	"4,071,236"	$39.51	0.8941	"$166,360,717.67"	$40.86	0.9255	"34,115,195"	"873,689"	"1,601,389"	"62,155"	"5,007,299"	"361,580"	"2,380,068"	"169,491"	"43,103,952"	"1,466,915"	"69,147,380"	"2,397,617"	"112,251,332"	"3,864,532"	0.59560	0.04237	0.24649	0.11554	0.38400	0.61600	24.80	1.05	4.18	2.09	32.12	1.0894
34740	1	"$249,991,513.24"	"6,215,692"	$40.22	0.9102	"$258,729,580.29"	$41.63	0.9429	"49,469,500"	"1,401,516"	"2,182,351"	"98,388"	"8,527,694"	"516,841"	"5,369,025"	"356,969"	"65,548,571"	"2,373,715"	"107,112,124"	"3,822,568"	"172,660,695"	"6,196,283"	0.59043	0.04145	0.21774	0.15038	0.37964	0.62036	24.59	1.02	3.70	2.73	32.04	1.0921
34820	4	"$285,615,423.02"	"7,624,208"	$37.46	0.8477	"$283,768,777.27"	$37.22	0.8430	"82,683,347"	"2,337,790"	"4,706,595"	"233,734"	"5,788,088"	"439,463"	"2,642,489"	"204,977"	"95,820,520"	"3,215,963"	"129,036,200"	"4,449,715"	"224,856,719"	"7,665,678"	0.72693	0.07268	0.13665	0.06374	0.42614	0.57386	30.27	1.79	2.32	1.16	35.54	0.9845
34900	2	"$227,539,333.37"	"3,254,324"	$69.92	1.5823	"$223,243,759.12"	$68.60	1.5538	"64,213,111"	"934,106"	"2,311,326"	"58,704"	"4,712,006"	"196,436"	"164,110"	"6,844"	"71,400,553"	"1,196,090"	"97,521,278"	"2,040,020"	"168,921,831"	"3,236,110"	0.78097	0.04908	0.16423	0.00572	0.42268	0.57732	32.52	1.21	2.79	0.10	36.62	0.9555
34940	2	"$305,448,829.60"	"8,027,337"	$38.05	0.8611	"$308,153,005.70"	$38.39	0.8695	"94,018,089"	"2,195,248"	"4,544,169"	"179,896"	"11,126,287"	"636,369"	"3,366,140"	"206,065"	"113,054,686"	"3,217,578"	"143,706,966"	"4,615,605"	"256,761,652"	"7,833,182"	0.68227	0.05591	0.19778	0.06404	0.44031	0.55969	28.41	1.38	3.36	1.16	34.31	1.0198
34980	20	"$2,381,943,022.70"	"60,968,733"	$39.07	0.8841	"$2,372,148,336.30"	$38.91	0.8813	"623,835,480"	"18,305,103"	"52,755,353"	"2,068,195"	"77,834,837"	"4,576,998"	"8,334,641"	"538,083"	"762,760,311"	"25,488,379"	"1,142,839,445"	"35,272,735"	"1,905,599,756"	"60,761,114"	0.71817	0.08114	0.17957	0.02111	0.40027	0.59973	29.90	2.00	3.05	0.38	35.33	0.9904
35004	21	"$4,487,834,447.40"	"78,879,506"	$56.89	1.2874	"$4,573,191,501.90"	$57.98	1.3133	"1,124,821,115"	"22,702,168"	"38,832,810"	"1,187,528"	"208,004,249"	"9,400,718"	"26,726,660"	"1,248,135"	"1,398,384,833"	"34,538,548"	"1,973,156,727"	"48,137,911"	"3,371,541,561"	"82,676,459"	0.65730	0.03438	0.27218	0.03614	0.41476	0.58524	27.37	0.85	4.62	0.66	33.50	1.0445
35084	16	"$2,810,888,008.90"	"57,238,869"	$49.11	1.1113	"$2,840,996,755.50"	$49.63	1.1241	"752,014,052"	"16,292,096"	"48,945,677"	"1,452,605"	"93,234,721"	"5,078,559"	"25,791,802"	"1,273,985"	"919,986,252"	"24,097,245"	"1,113,483,812"	"32,853,174"	"2,033,470,063"	"56,950,419"	0.67610	0.06028	0.21075	0.05287	0.45242	0.54758	28.15	1.49	3.58	0.96	34.18	1.0237
